frame,timestamp_sec,track_id,vehicle_class,speed_kmh,overspeed_flag
89,2.97,1,Car,52.1,0
90,3.003,1,Car,55.8,0
91,3.036,1,Car,52.1,0
92,3.07,1,Car,55.8,0
93,3.103,1,Car,55.8,0
94,3.136,1,Car,55.8,0
95,3.17,1,Car,55.8,0
96,3.203,1,Car,55.8,0
97,3.237,1,Car,55.8,0
98,3.27,1,Car,55.8,0
99,3.303,1,Car,55.8,0
100,3.337,1,Car,52.1,0
101,3.37,1,Car,55.8,0
102,3.403,1,Car,59.5,0
103,3.437,1,Car,55.8,0
104,3.47,1,Car,55.8,0
105,3.504,1,Car,52.1,0
106,3.537,1,Car,55.8,0
107,3.57,1,Car,55.8,0
108,3.604,1,Car,55.8,0
109,3.637,1,Car,55.8,0
110,3.67,1,Car,55.8,0
111,3.704,1,Car,55.8,0
112,3.737,1,Car,55.8,0
113,3.77,1,Car,55.8,0
114,3.804,1,Car,55.8,0
115,3.837,1,Car,52.1,0
116,3.871,1,Car,52.1,0
117,3.904,1,Car,52.1,0
118,3.937,1,Car,52.1,0
119,3.971,1,Car,55.8,0
120,4.004,1,Car,52.1,0
121,4.037,1,Car,55.8,0
122,4.071,1,Car,52.1,0
123,4.104,1,Car,52.1,0
124,4.137,1,Car,55.8,0
125,4.171,1,Car,52.1,0
126,4.204,1,Car,52.1,0
127,4.238,1,Car,55.8,0
128,4.271,1,Car,55.8,0
129,4.304,1,Car,55.8,0
130,4.338,1,Car,52.1,0
131,4.371,1,Car,55.8,0
132,4.404,1,Car,55.8,0
133,4.438,1,Car,55.8,0
134,4.471,1,Car,55.8,0
135,4.505,1,Car,52.1,0
136,4.538,1,Car,55.8,0
137,4.571,1,Car,52.1,0
138,4.605,1,Car,55.8,0
139,4.638,1,Car,52.1,0
140,4.671,1,Car,55.8,0
141,4.705,1,Car,52.1,0
142,4.738,1,Car,55.8,0
143,4.771,1,Car,55.8,0
144,4.805,1,Car,55.8,0
145,4.838,1,Car,55.8,0
146,4.872,1,Car,55.8,0
147,4.905,1,Car,52.1,0
148,4.938,1,Car,55.8,0
149,4.972,1,Car,52.1,0
150,5.005,1,Car,55.8,0
151,5.038,1,Car,55.8,0
152,5.072,1,Car,52.1,0
153,5.105,1,Car,55.8,0
154,5.138,1,Car,52.1,0
155,5.172,1,Car,52.1,0
156,5.205,1,Car,55.8,0
157,5.239,1,Car,52.1,0
158,5.272,1,Car,55.8,0
159,5.305,1,Car,52.1,0
160,5.339,1,Car,52.1,0
161,5.372,1,Car,52.1,0
162,5.405,1,Car,52.1,0
163,5.439,1,Car,52.1,0
164,5.472,1,Car,52.1,0
165,5.506,1,Car,52.1,0
166,5.539,1,Car,52.1,0
167,5.572,1,Car,52.1,0
168,5.606,1,Car,52.1,0
169,5.639,1,Car,55.8,0
170,5.672,1,Car,52.1,0
171,5.706,1,Car,55.8,0
172,5.739,1,Car,52.1,0
