frame,timestamp_sec,track_id,vehicle_class,speed_kmh,overspeed_flag
89,2.97,1,Car,48.4,0
90,3.003,1,Car,44.6,0
91,3.036,1,Car,44.6,0
92,3.07,1,Truck,44.6,0
93,3.103,1,Car,44.6,0
94,3.136,1,Car,44.6,0
95,3.17,1,Car,44.6,0
96,3.203,1,Car,44.6,0
97,3.237,1,Truck,44.6,0
98,3.27,1,Car,48.4,0
99,3.303,1,Car,44.6,0
100,3.337,1,Car,44.6,0
101,3.37,1,Car,44.6,0
102,3.403,1,Car,44.6,0
103,3.437,1,Car,44.6,0
104,3.47,1,Car,40.9,0
105,3.504,1,Car,44.6,0
106,3.537,1,Car,40.9,0
107,3.57,1,Car,40.9,0
108,3.604,1,Car,40.9,0
109,3.637,1,Car,40.9,0
110,3.67,1,Car,44.6,0
111,3.704,1,Car,40.9,0
112,3.737,1,Car,40.9,0
113,3.77,1,Car,40.9,0
114,3.804,1,Car,40.9,0
115,3.837,1,Truck,40.9,0
116,3.871,1,Car,40.9,0
116,3.871,2,Truck,0.0,0
117,3.904,1,Car,40.9,0
118,3.937,1,Car,40.9,0
119,3.971,1,Car,44.6,0
120,4.004,1,Car,44.6,0
121,4.037,1,Car,44.6,0
122,4.071,1,Car,44.6,0
123,4.104,1,Car,48.4,0
124,4.137,1,Car,44.6,0
125,4.171,1,Car,44.6,0
126,4.204,1,Car,40.9,0
127,4.238,1,Car,44.6,0
128,4.271,1,Car,40.9,0
129,4.304,1,Car,44.6,0
130,4.338,1,Car,44.6,0
131,4.371,1,Car,44.6,0
132,4.404,1,Car,44.6,0
133,4.438,1,Car,40.9,0
134,4.471,1,Car,44.6,0
135,4.505,1,Car,44.6,0
136,4.538,1,Car,40.9,0
137,4.571,1,Car,44.6,0
138,4.605,1,Car,40.9,0
139,4.638,1,Car,40.9,0
140,4.671,1,Car,44.6,0
141,4.705,1,Car,40.9,0
142,4.738,1,Car,40.9,0
143,4.771,1,Car,40.9,0
144,4.805,1,Car,40.9,0
145,4.838,1,Car,37.2,0
146,4.872,1,Car,40.9,0
147,4.905,1,Car,37.2,0
148,4.938,1,Car,40.9,0
149,4.972,1,Car,37.2,0
150,5.005,1,Car,37.2,0
151,5.038,1,Car,37.2,0
152,5.072,1,Car,37.2,0
153,5.105,1,Car,40.9,0
154,5.138,1,Car,40.9,0
155,5.172,1,Car,37.2,0
156,5.205,1,Car,40.9,0
157,5.239,1,Car,37.2,0
158,5.272,1,Car,40.9,0
159,5.305,1,Car,37.2,0
160,5.339,1,Car,37.2,0
161,5.372,1,Car,40.9,0
162,5.405,1,Car,37.2,0
163,5.439,1,Car,40.9,0
164,5.472,1,Car,40.9,0
165,5.506,1,Car,37.2,0
166,5.539,1,Car,40.9,0
167,5.572,1,Car,40.9,0
168,5.606,1,Car,40.9,0
169,5.639,1,Car,40.9,0
170,5.672,1,Car,40.9,0
171,5.706,1,Car,40.9,0
172,5.739,1,Car,40.9,0
173,5.772,1,Car,40.9,0
174,5.806,1,Car,40.9,0
175,5.839,1,Car,40.9,0
249,8.308,3,Car,0.0,0
250,8.342,3,Car,0.0,0
251,8.375,3,Car,0.0,0
252,8.408,3,Car,0.0,0
253,8.442,3,Car,0.0,0
254,8.475,3,Car,0.0,0
255,8.508,3,Car,0.0,0
256,8.542,3,Car,0.0,0
257,8.575,3,Car,0.0,0
258,8.609,3,Car,0.0,0
259,8.642,3,Car,0.0,0
260,8.675,3,Car,0.0,0
261,8.709,3,Car,0.0,0
262,8.742,3,Car,0.0,0
263,8.775,3,Car,36.0,0
264,8.809,3,Car,40.5,0
265,8.842,3,Car,44.4,0
266,8.876,3,Car,36.0,0
267,8.909,3,Car,39.7,0
268,8.942,3,Car,37.8,0
269,8.976,3,Car,51.4,0
270,9.009,3,Car,58.9,0
271,9.042,3,Car,61.0,1
272,9.076,3,Car,67.4,1
273,9.109,3,Car,69.1,1
274,9.142,3,Car,66.4,1
275,9.176,3,Car,59.9,0
276,9.209,3,Car,61.7,1
277,9.243,3,Car,63.2,1
278,9.276,3,Car,55.8,0
279,9.309,3,Car,67.0,1
280,9.343,3,Car,67.0,1
281,9.376,3,Car,70.7,1
282,9.409,3,Car,63.2,1
283,9.443,3,Car,67.0,1
284,9.476,3,Car,63.2,1
285,9.51,3,Car,55.8,0
286,9.543,3,Car,52.1,0
287,9.576,3,Car,48.4,0
288,9.61,3,Car,48.4,0
289,9.643,3,Car,44.6,0
290,9.676,3,Car,52.1,0
291,9.71,3,Car,67.0,1
292,9.743,3,Car,70.7,1
293,9.776,3,Car,67.0,1
294,9.81,3,Car,74.4,1
295,9.843,3,Car,78.1,1
296,9.877,3,Car,78.1,1
297,9.91,3,Car,59.5,0
298,9.943,3,Car,59.5,0
299,9.977,3,Car,59.5,0
300,10.01,3,Car,48.4,0
